1	NC_000001.11
KI270662.1	NT_187339.1
KI270663.1	NT_187340.1
KI270669.1	NT_187342.1
KI270670.1	NT_187343.1
KI270671.1	NT_187344.1
KI270673.1	NT_187345.1
KI270675.1	NT_187346.1
KI270676.1	NT_187347.1
KI270677.1	NT_187348.1
KI270680.1	NT_187350.1
KI270694.1	NT_187353.1
KI270699.1	NT_187354.1
KI270700.1	NT_187355.1
KI270701.1	NT_187356.1
KI270702.1	NT_187357.1
KI270703.1	NT_187358.1
KI270704.1	NT_187359.1
KI270705.1	NT_187360.1
KI270706.1	NT_187361.1
KI270707.1	NT_187362.1
KI270708.1	NT_187363.1
KI270709.1	NT_187364.1
KI270710.1	NT_187365.1
KI270711.1	NT_187366.1
KI270712.1	NT_187367.1
KI270713.1	NT_187368.1
KI270714.1	NT_187369.1
KI270715.1	NT_187370.1
KI270716.1	NT_187371.1
KI270717.1	NT_187372.1
KI270718.1	NT_187373.1
KI270719.1	NT_187374.1
KI270720.1	NT_187375.1
KI270721.1	NT_187376.1
KI270722.1	NT_187377.1
KI270723.1	NT_187378.1
KI270724.1	NT_187379.1
KI270725.1	NT_187380.1
KI270726.1	NT_187381.1
KI270727.1	NT_187382.1
KI270728.1	NT_187383.1
KI270729.1	NT_187384.1
KI270730.1	NT_187385.1
KI270731.1	NT_187386.1
KI270732.1	NT_187387.1
KI270733.1	NT_187388.1
KI270734.1	NT_187389.1
KI270735.1	NT_187390.1
KI270736.1	NT_187391.1
KI270737.1	NT_187392.1
KI270738.1	NT_187393.1
KI270739.1	NT_187394.1
KI270740.1	NT_187395.1
KI270741.1	NT_187497.1
KI270742.1	NT_187513.1
KI270743.1	NT_187498.1
KI270744.1	NT_187499.1
KI270745.1	NT_187500.1
KI270746.1	NT_187501.1
KI270747.1	NT_187502.1
KI270748.1	NT_187503.1
KI270749.1	NT_187504.1
KI270750.1	NT_187505.1
KI270751.1	NT_187506.1
KI270752.1	NT_187507.1
KI270753.1	NT_187508.1
KI270754.1	NT_187509.1
KI270755.1	NT_187510.1
KI270756.1	NT_187511.1
KI270757.1	NT_187512.1
KI866532.1	NT_187173.1
KI866533.1	NT_187193.1
KI866534.1	NT_187236.1
KI866535.1	NT_187237.1
KI866536.1	NT_187252.1
KI866537.1	NT_187253.1
KI866538.1	NT_187285.1
KI866539.1	NT_187330.1
KI866540.1	NT_187331.1
KI866541.1	NT_187351.1
KI866542.1	NT_187352.1
MT	NC_012920.1
X	NC_000023.11
Y	NC_000024.10
